卫星-目标对,开始时间,结束时间,持续时长(秒)
Satellite156-m13,6 Jun 2025 04:04:59.659,6 Jun 2025 04:30:35.182,1535.523
Satellite156-m15,6 Jun 2025 04:11:32.473,6 Jun 2025 04:27:18.206,945.733
Satellite156-m16,6 Jun 2025 04:02:26.034,6 Jun 2025 04:28:36.546,1570.512
Satellite156-m17,6 Jun 2025 04:03:47.092,6 Jun 2025 04:20:45.851,1018.759
Satellite156-m2,6 Jun 2025 04:04:56.833,6 Jun 2025 04:22:26.154,1049.321
Satellite156-m20,6 Jun 2025 04:09:06.733,6 Jun 2025 04:15:15.089,368.356
Satellite156-m26,6 Jun 2025 04:03:56.989,6 Jun 2025 04:39:41.701,2144.712
Satellite156-m27,6 Jun 2025 04:05:00.733,6 Jun 2025 04:20:05.808,905.075
Satellite156-m29,6 Jun 2025 04:25:42.444,6 Jun 2025 04:35:45.857,603.413
Satellite156-m3,6 Jun 2025 04:05:03.549,6 Jun 2025 04:41:58.499,2214.95
Satellite156-m30,6 Jun 2025 04:16:32.656,6 Jun 2025 04:31:20.098,887.442
Satellite156-m32,6 Jun 2025 04:02:50.535,6 Jun 2025 04:05:59.179,188.644
Satellite156-m33,6 Jun 2025 04:22:06.078,6 Jun 2025 04:29:51.901,465.823
Satellite156-m34,6 Jun 2025 04:04:13.614,6 Jun 2025 04:32:17.076,1683.462
Satellite156-m36,6 Jun 2025 04:13:32.986,6 Jun 2025 04:27:46.707,853.721
Satellite156-m37,6 Jun 2025 04:11:54.026,6 Jun 2025 04:16:32.325,278.299
Satellite156-m39,6 Jun 2025 04:03:38.404,6 Jun 2025 04:19:35.387,956.983
Satellite156-m4,6 Jun 2025 04:02:46.316,6 Jun 2025 04:11:39.933,533.617
Satellite156-m43,6 Jun 2025 04:00:32.986,6 Jun 2025 04:42:12.338,2499.352
Satellite156-m44,6 Jun 2025 04:24:03.495,6 Jun 2025 04:32:19.793,496.298
Satellite156-m46,6 Jun 2025 04:20:49.191,6 Jun 2025 04:34:14.907,805.716
Satellite156-m49,6 Jun 2025 04:04:39.880,6 Jun 2025 04:27:40.182,1380.302
Satellite156-m5,6 Jun 2025 04:02:54.802,6 Jun 2025 04:16:07.543,792.741
Satellite156-m50,6 Jun 2025 04:04:32.945,6 Jun 2025 04:33:07.946,1715.001
Satellite156-m6,6 Jun 2025 04:05:28.960,6 Jun 2025 04:24:56.019,1167.059
Satellite156-m7,6 Jun 2025 04:09:54.218,6 Jun 2025 04:30:42.742,1248.524
Satellite156-m8,6 Jun 2025 04:03:46.358,6 Jun 2025 04:29:16.969,1530.611
Satellite156-m9,6 Jun 2025 04:11:28.597,6 Jun 2025 04:22:26.816,658.219
Satellite161-m1,6 Jun 2025 04:00:18.824,6 Jun 2025 04:17:25.988,1027.164
Satellite161-m10,6 Jun 2025 04:03:46.990,6 Jun 2025 04:11:18.334,451.344
Satellite161-m11,6 Jun 2025 04:00:32.375,6 Jun 2025 04:14:14.891,822.516
Satellite161-m13,6 Jun 2025 04:06:47.440,6 Jun 2025 04:34:34.034,1666.594
Satellite161-m14,6 Jun 2025 04:00:31.987,6 Jun 2025 04:10:08.944,576.957
Satellite161-m15,6 Jun 2025 04:03:28.028,6 Jun 2025 04:23:08.314,1180.286
Satellite161-m16,6 Jun 2025 04:06:25.170,6 Jun 2025 04:35:58.396,1773.226
Satellite161-m18,6 Jun 2025 04:09:50.430,6 Jun 2025 04:27:06.067,1035.637
Satellite161-m20,6 Jun 2025 04:00:19.987,6 Jun 2025 04:14:40.209,860.222
Satellite161-m23,6 Jun 2025 04:08:14.434,6 Jun 2025 04:32:14.947,1440.513
Satellite161-m24,6 Jun 2025 04:06:48.917,6 Jun 2025 04:25:40.708,1131.791
Satellite161-m25,6 Jun 2025 04:05:35.703,6 Jun 2025 04:24:52.600,1156.897
Satellite161-m26,6 Jun 2025 04:15:50.060,6 Jun 2025 04:24:15.529,505.469
Satellite161-m27,6 Jun 2025 04:07:51.685,6 Jun 2025 04:16:47.810,536.125
Satellite161-m28,6 Jun 2025 04:04:09.985,6 Jun 2025 04:24:01.001,1191.016
Satellite161-m3,6 Jun 2025 04:08:28.186,6 Jun 2025 04:30:29.495,1321.309
Satellite161-m30,6 Jun 2025 04:04:17.319,6 Jun 2025 04:21:12.031,1014.712
Satellite161-m31,6 Jun 2025 04:12:41.801,6 Jun 2025 04:22:52.571,610.77
Satellite161-m33,6 Jun 2025 04:05:35.281,6 Jun 2025 04:27:41.336,1326.055
Satellite161-m34,6 Jun 2025 04:07:52.508,6 Jun 2025 04:27:44.663,1192.155
Satellite161-m35,6 Jun 2025 04:10:10.408,6 Jun 2025 04:31:07.395,1256.987
Satellite161-m36,6 Jun 2025 04:05:17.826,6 Jun 2025 04:23:08.439,1070.613
Satellite161-m39,6 Jun 2025 04:06:13.812,6 Jun 2025 04:16:17.449,603.637
Satellite161-m40,6 Jun 2025 04:05:05.435,6 Jun 2025 04:22:14.513,1029.078
Satellite161-m42,6 Jun 2025 04:07:45.111,6 Jun 2025 04:19:17.910,692.799
Satellite161-m43,6 Jun 2025 04:10:56.609,6 Jun 2025 04:20:36.654,580.045
Satellite161-m44,6 Jun 2025 04:09:21.469,6 Jun 2025 04:23:02.694,821.225
Satellite161-m45,6 Jun 2025 04:01:19.994,6 Jun 2025 04:28:42.813,1642.819
Satellite161-m46,6 Jun 2025 04:07:09.528,6 Jun 2025 04:28:57.155,1307.627
Satellite161-m47,6 Jun 2025 04:04:58.993,6 Jun 2025 04:33:24.478,1705.485
Satellite161-m48,6 Jun 2025 04:02:52.991,6 Jun 2025 04:27:44.565,1491.574
Satellite161-m49,6 Jun 2025 04:10:53.668,6 Jun 2025 04:18:07.978,434.31
Satellite161-m50,6 Jun 2025 04:11:09.297,6 Jun 2025 04:22:13.123,663.826
Satellite161-m6,6 Jun 2025 04:01:54.986,6 Jun 2025 04:08:43.700,408.714
Satellite161-m9,6 Jun 2025 04:04:32.993,6 Jun 2025 04:09:42.997,310.004
Satellite162-m11,6 Jun 2025 04:00:19.049,6 Jun 2025 04:05:14.030,294.981
Satellite162-m15,6 Jun 2025 04:01:18.361,6 Jun 2025 04:12:05.743,647.382
Satellite162-m16,6 Jun 2025 04:11:33.671,6 Jun 2025 04:24:07.266,753.595
Satellite162-m18,6 Jun 2025 04:06:11.542,6 Jun 2025 04:25:42.074,1170.532
Satellite162-m23,6 Jun 2025 04:09:31.001,6 Jun 2025 04:16:35.789,424.788
Satellite162-m24,6 Jun 2025 04:02:47.990,6 Jun 2025 04:17:48.565,900.575
Satellite162-m25,6 Jun 2025 04:02:45.992,6 Jun 2025 04:16:57.124,851.132
Satellite162-m28,6 Jun 2025 04:13:03.390,6 Jun 2025 04:19:23.206,379.816
Satellite162-m33,6 Jun 2025 04:02:41.992,6 Jun 2025 04:19:00.575,978.583
Satellite162-m35,6 Jun 2025 04:08:47.384,6 Jun 2025 04:20:24.974,697.59
Satellite162-m38,6 Jun 2025 04:01:45.990,6 Jun 2025 04:18:40.518,1014.528
Satellite162-m40,6 Jun 2025 04:02:01.991,6 Jun 2025 04:14:56.699,774.708
Satellite162-m41,6 Jun 2025 04:00:00.000,6 Jun 2025 04:07:42.123,462.123
Satellite162-m42,6 Jun 2025 04:00:50.707,6 Jun 2025 04:17:29.217,998.51
Satellite162-m45,6 Jun 2025 04:06:49.113,6 Jun 2025 04:18:29.683,700.57
Satellite162-m46,6 Jun 2025 04:04:58.994,6 Jun 2025 04:19:08.343,849.349
Satellite163-m10,6 Jun 2025 04:32:53.626,6 Jun 2025 04:34:07.843,74.217
Satellite163-m24,6 Jun 2025 04:03:05.033,6 Jun 2025 04:04:53.334,108.301
Satellite163-m33,6 Jun 2025 04:03:29.212,6 Jun 2025 04:04:33.384,64.172
Satellite163-m37,6 Jun 2025 04:03:09.026,6 Jun 2025 04:36:27.035,1998.009
Satellite163-m38,6 Jun 2025 04:01:59.183,6 Jun 2025 04:09:44.781,465.598
Satellite163-m41,6 Jun 2025 04:00:00.000,6 Jun 2025 04:02:44.954,164.954
Satellite164-m10,6 Jun 2025 04:20:58.044,6 Jun 2025 04:34:13.818,795.774
Satellite164-m17,6 Jun 2025 04:16:09.583,6 Jun 2025 04:27:40.003,690.42
Satellite164-m19,6 Jun 2025 04:16:15.544,6 Jun 2025 04:31:21.102,905.558
Satellite164-m21,6 Jun 2025 04:04:34.265,6 Jun 2025 04:14:23.845,589.58
Satellite164-m29,6 Jun 2025 04:03:28.356,6 Jun 2025 04:24:43.686,1275.33
Satellite164-m37,6 Jun 2025 04:16:11.332,6 Jun 2025 04:36:27.035,1215.703
Satellite164-m7,6 Jun 2025 04:03:03.218,6 Jun 2025 04:33:27.284,1824.066
Satellite164-m8,6 Jun 2025 04:28:59.407,6 Jun 2025 04:31:58.487,179.08
Satellite164-m9,6 Jun 2025 04:21:54.843,6 Jun 2025 04:30:49.791,534.948
Satellite165-m1,6 Jun 2025 04:12:18.098,6 Jun 2025 04:17:29.720,311.622
Satellite165-m10,6 Jun 2025 04:11:53.548,6 Jun 2025 04:29:57.701,1084.153
Satellite165-m14,6 Jun 2025 04:07:44.418,6 Jun 2025 04:25:33.684,1069.266
Satellite165-m15,6 Jun 2025 04:22:56.547,6 Jun 2025 04:27:16.214,259.667
Satellite165-m21,6 Jun 2025 04:04:33.987,6 Jun 2025 04:08:29.611,235.624
Satellite165-m26,6 Jun 2025 04:18:41.421,6 Jun 2025 04:39:41.696,1260.275
Satellite165-m29,6 Jun 2025 04:02:07.989,6 Jun 2025 04:35:45.864,2017.875
Satellite165-m3,6 Jun 2025 04:22:47.808,6 Jun 2025 04:40:54.768,1086.96
Satellite165-m36,6 Jun 2025 04:25:13.876,6 Jun 2025 04:29:10.553,236.677
Satellite165-m43,6 Jun 2025 04:14:17.533,6 Jun 2025 04:42:10.338,1672.805
Satellite165-m44,6 Jun 2025 04:20:51.671,6 Jun 2025 04:32:19.794,688.123
Satellite165-m46,6 Jun 2025 04:27:06.303,6 Jun 2025 04:34:14.904,428.601
Satellite165-m49,6 Jun 2025 04:22:09.624,6 Jun 2025 04:28:41.357,391.733
Satellite165-m5,6 Jun 2025 04:10:10.197,6 Jun 2025 04:17:10.019,419.822
Satellite165-m50,6 Jun 2025 04:20:53.610,6 Jun 2025 04:33:07.944,734.334
Satellite165-m6,6 Jun 2025 04:11:16.708,6 Jun 2025 04:18:52.039,455.331
Satellite165-m7,6 Jun 2025 04:02:50.989,6 Jun 2025 04:31:05.717,1694.728
Satellite165-m8,6 Jun 2025 04:11:53.507,6 Jun 2025 04:34:11.814,1338.307
Satellite165-m9,6 Jun 2025 04:13:18.930,6 Jun 2025 04:25:57.594,758.664
Satellite166-m1,6 Jun 2025 04:00:00.000,6 Jun 2025 04:21:51.762,1311.762
Satellite166-m10,6 Jun 2025 04:05:05.190,6 Jun 2025 04:21:34.881,989.691
Satellite166-m11,6 Jun 2025 04:07:48.157,6 Jun 2025 04:16:53.457,545.3
Satellite166-m12,6 Jun 2025 04:07:36.738,6 Jun 2025 04:22:17.729,880.991
Satellite166-m13,6 Jun 2025 04:11:07.523,6 Jun 2025 04:37:15.391,1567.868
Satellite166-m14,6 Jun 2025 04:00:31.985,6 Jun 2025 04:21:21.642,1249.657
Satellite166-m15,6 Jun 2025 04:10:23.243,6 Jun 2025 04:27:18.207,1014.964
Satellite166-m16,6 Jun 2025 04:17:24.019,6 Jun 2025 04:35:58.394,1114.375
Satellite166-m2,6 Jun 2025 04:09:28.393,6 Jun 2025 04:22:29.796,781.403
Satellite166-m20,6 Jun 2025 04:00:19.995,6 Jun 2025 04:16:41.349,981.354
Satellite166-m21,6 Jun 2025 04:35:29.927,6 Jun 2025 04:37:54.823,144.896
Satellite166-m23,6 Jun 2025 04:16:33.552,6 Jun 2025 04:35:23.007,1129.455
Satellite166-m24,6 Jun 2025 04:16:50.217,6 Jun 2025 04:30:36.075,825.858
Satellite166-m25,6 Jun 2025 04:15:07.257,6 Jun 2025 04:28:02.956,775.699
Satellite166-m26,6 Jun 2025 04:10:19.155,6 Jun 2025 04:39:39.498,1760.343
Satellite166-m27,6 Jun 2025 04:07:31.646,6 Jun 2025 04:23:44.499,972.853
Satellite166-m3,6 Jun 2025 04:08:43.445,6 Jun 2025 04:41:21.012,1957.567
Satellite166-m30,6 Jun 2025 04:10:12.441,6 Jun 2025 04:27:46.570,1054.129
Satellite166-m31,6 Jun 2025 04:16:50.715,6 Jun 2025 04:32:03.572,912.857
Satellite166-m33,6 Jun 2025 04:14:47.822,6 Jun 2025 04:29:51.909,904.087
Satellite166-m34,6 Jun 2025 04:09:12.908,6 Jun 2025 04:35:26.503,1573.595
Satellite166-m35,6 Jun 2025 04:22:43.024,6 Jun 2025 04:31:06.698,503.674
Satellite166-m36,6 Jun 2025 04:11:24.498,6 Jun 2025 04:29:32.048,1087.55
Satellite166-m39,6 Jun 2025 04:06:28.629,6 Jun 2025 04:21:31.872,903.243
Satellite166-m40,6 Jun 2025 04:14:15.459,6 Jun 2025 04:22:45.662,510.203
Satellite166-m43,6 Jun 2025 04:06:13.257,6 Jun 2025 04:39:34.790,2001.533
Satellite166-m44,6 Jun 2025 04:11:30.218,6 Jun 2025 04:32:18.370,1248.152
Satellite166-m45,6 Jun 2025 04:06:11.390,6 Jun 2025 04:26:22.549,1211.159
Satellite166-m46,6 Jun 2025 04:15:21.688,6 Jun 2025 04:34:14.900,1133.212
Satellite166-m47,6 Jun 2025 04:05:57.780,6 Jun 2025 04:33:17.605,1639.825
Satellite166-m48,6 Jun 2025 04:05:21.918,6 Jun 2025 04:26:44.280,1282.362
Satellite166-m49,6 Jun 2025 04:08:58.607,6 Jun 2025 04:29:39.613,1241.006
Satellite166-m50,6 Jun 2025 04:12:01.309,6 Jun 2025 04:33:04.376,1263.067
Satellite166-m6,6 Jun 2025 04:01:54.986,6 Jun 2025 04:17:54.121,959.135
Satellite166-m8,6 Jun 2025 04:06:08.467,6 Jun 2025 04:27:56.336,1307.869
Satellite166-m9,6 Jun 2025 04:05:38.686,6 Jun 2025 04:18:21.205,762.519
