卫星-目标对,开始时间,结束时间,持续时长(秒)
Satellite152-m7n3,6 Jun 2025 04:17:06.621,6 Jun 2025 04:21:49.422,282.801
Satellite152-m7n4,6 Jun 2025 04:05:52.049,6 Jun 2025 04:08:06.502,134.453
Satellite152-m7n4,6 Jun 2025 04:18:09.113,6 Jun 2025 04:21:03.267,174.154
Satellite153-m16n1,6 Jun 2025 04:04:20.548,6 Jun 2025 04:06:21.768,121.22
Satellite155-m20n4,6 Jun 2025 04:25:01.239,6 Jun 2025 04:26:09.379,68.14
Satellite155-m20n5,6 Jun 2025 04:25:13.856,6 Jun 2025 04:26:30.505,76.649
Satellite156-m13n3,6 Jun 2025 04:26:50.953,6 Jun 2025 04:27:21.865,30.912
Satellite156-m17n3,6 Jun 2025 04:06:27.919,6 Jun 2025 04:07:50.384,82.465
Satellite156-m17n4,6 Jun 2025 04:04:59.935,6 Jun 2025 04:11:04.850,364.915
Satellite156-m17n5,6 Jun 2025 04:06:00.662,6 Jun 2025 04:12:24.568,383.906
Satellite156-m19n1,6 Jun 2025 04:02:50.218,6 Jun 2025 04:24:16.075,1285.857
Satellite156-m19n2,6 Jun 2025 04:03:47.632,6 Jun 2025 04:24:11.364,1223.732
Satellite156-m19n3,6 Jun 2025 04:04:27.650,6 Jun 2025 04:23:57.406,1169.756
Satellite156-m19n4,6 Jun 2025 04:05:51.071,6 Jun 2025 04:23:05.728,1034.657
Satellite156-m20n1,6 Jun 2025 04:12:58.015,6 Jun 2025 04:17:33.871,275.856
Satellite156-m20n2,6 Jun 2025 04:13:10.998,6 Jun 2025 04:17:40.653,269.655
Satellite156-m20n3,6 Jun 2025 04:13:28.042,6 Jun 2025 04:17:46.639,258.597
Satellite156-m20n4,6 Jun 2025 04:14:05.360,6 Jun 2025 04:18:57.396,292.036
Satellite156-m20n4,6 Jun 2025 04:22:37.509,6 Jun 2025 04:26:17.415,219.906
Satellite156-m20n5,6 Jun 2025 04:14:21.461,6 Jun 2025 04:19:09.069,287.608
Satellite156-m20n5,6 Jun 2025 04:22:50.983,6 Jun 2025 04:26:40.838,229.855
Satellite156-m4n1,6 Jun 2025 04:15:48.224,6 Jun 2025 04:17:39.670,111.446
Satellite156-m4n1,6 Jun 2025 04:22:00.215,6 Jun 2025 04:23:20.602,80.387
Satellite156-m4n2,6 Jun 2025 04:16:08.721,6 Jun 2025 04:18:15.016,126.295
Satellite156-m4n2,6 Jun 2025 04:22:28.126,6 Jun 2025 04:23:51.714,83.588
Satellite156-m4n3,6 Jun 2025 04:16:27.357,6 Jun 2025 04:18:23.889,116.532
Satellite156-m4n3,6 Jun 2025 04:23:20.160,6 Jun 2025 04:24:22.902,62.742
Satellite156-m4n4,6 Jun 2025 04:16:41.732,6 Jun 2025 04:19:12.412,150.68
Satellite156-m4n4,6 Jun 2025 04:23:20.383,6 Jun 2025 04:24:47.473,87.09
Satellite156-m4n5,6 Jun 2025 04:16:59.308,6 Jun 2025 04:19:11.423,132.115
Satellite156-m4n5,6 Jun 2025 04:24:18.043,6 Jun 2025 04:25:16.564,58.521
Satellite156-m6n2,6 Jun 2025 04:38:20.218,6 Jun 2025 04:40:36.072,135.854
Satellite156-m6n3,6 Jun 2025 04:38:00.323,6 Jun 2025 04:41:25.147,204.824
Satellite156-m6n4,6 Jun 2025 04:37:53.679,6 Jun 2025 04:41:55.839,242.16
Satellite161-m10n1,6 Jun 2025 04:24:22.498,6 Jun 2025 04:25:32.790,70.292
Satellite161-m10n1,6 Jun 2025 04:31:09.641,6 Jun 2025 04:40:34.561,564.92
Satellite161-m10n2,6 Jun 2025 04:24:39.964,6 Jun 2025 04:25:43.541,63.577
Satellite161-m10n2,6 Jun 2025 04:31:40.117,6 Jun 2025 04:41:14.075,573.958
Satellite161-m10n3,6 Jun 2025 04:24:55.113,6 Jun 2025 04:25:54.843,59.73
Satellite161-m10n3,6 Jun 2025 04:32:02.044,6 Jun 2025 04:41:43.986,581.942
Satellite161-m10n4,6 Jun 2025 04:25:09.895,6 Jun 2025 04:26:07.198,57.303
Satellite161-m10n4,6 Jun 2025 04:32:21.983,6 Jun 2025 04:42:12.648,590.665
Satellite161-m11n1,6 Jun 2025 04:05:47.044,6 Jun 2025 04:24:36.627,1129.583
Satellite161-m11n2,6 Jun 2025 04:06:58.648,6 Jun 2025 04:24:58.752,1080.104
Satellite161-m11n3,6 Jun 2025 04:07:53.377,6 Jun 2025 04:26:20.416,1107.039
Satellite161-m13n1,6 Jun 2025 04:08:41.728,6 Jun 2025 04:13:22.796,281.068
Satellite161-m13n1,6 Jun 2025 04:16:01.929,6 Jun 2025 04:20:33.717,271.788
Satellite161-m13n2,6 Jun 2025 04:09:07.319,6 Jun 2025 04:13:48.923,281.604
Satellite161-m13n2,6 Jun 2025 04:16:23.151,6 Jun 2025 04:20:59.041,275.89
Satellite161-m13n3,6 Jun 2025 04:09:37.160,6 Jun 2025 04:14:55.998,318.838
Satellite161-m13n3,6 Jun 2025 04:16:26.367,6 Jun 2025 04:21:44.810,318.443
Satellite161-m14n1,6 Jun 2025 04:07:21.981,6 Jun 2025 04:17:06.497,584.516
Satellite161-m14n2,6 Jun 2025 04:07:19.918,6 Jun 2025 04:17:10.683,590.765
Satellite161-m14n3,6 Jun 2025 04:07:23.562,6 Jun 2025 04:19:00.469,696.907
Satellite161-m14n4,6 Jun 2025 04:07:36.266,6 Jun 2025 04:18:53.134,676.868
Satellite161-m15n1,6 Jun 2025 04:12:22.807,6 Jun 2025 04:15:27.210,184.403
Satellite161-m15n1,6 Jun 2025 04:24:02.803,6 Jun 2025 04:27:43.196,220.393
Satellite161-m15n2,6 Jun 2025 04:12:47.612,6 Jun 2025 04:15:55.919,188.307
Satellite161-m15n2,6 Jun 2025 04:24:31.048,6 Jun 2025 04:27:57.031,205.983
Satellite161-m15n3,6 Jun 2025 04:13:12.383,6 Jun 2025 04:16:10.706,178.323
Satellite161-m15n3,6 Jun 2025 04:25:13.913,6 Jun 2025 04:28:10.280,176.367
Satellite161-m15n4,6 Jun 2025 04:13:50.591,6 Jun 2025 04:16:12.646,142.055
Satellite161-m15n4,6 Jun 2025 04:26:35.729,6 Jun 2025 04:28:29.834,114.105
Satellite161-m15n5,6 Jun 2025 04:14:05.489,6 Jun 2025 04:16:52.535,167.046
Satellite161-m15n5,6 Jun 2025 04:26:20.966,6 Jun 2025 04:28:32.775,131.809
Satellite161-m18n1,6 Jun 2025 04:22:09.021,6 Jun 2025 04:27:21.121,312.1
Satellite161-m18n2,6 Jun 2025 04:22:29.094,6 Jun 2025 04:27:48.693,319.599
Satellite161-m18n3,6 Jun 2025 04:23:00.054,6 Jun 2025 04:28:41.220,341.166
Satellite161-m18n4,6 Jun 2025 04:22:45.325,6 Jun 2025 04:27:48.008,302.683
Satellite161-m1n1,6 Jun 2025 04:07:54.603,6 Jun 2025 04:19:19.580,684.977
Satellite161-m1n2,6 Jun 2025 04:08:13.419,6 Jun 2025 04:19:41.616,688.197
Satellite161-m1n3,6 Jun 2025 04:08:31.826,6 Jun 2025 04:20:06.158,694.332
Satellite161-m1n4,6 Jun 2025 04:08:49.659,6 Jun 2025 04:20:06.916,677.257
Satellite161-m20n1,6 Jun 2025 04:04:01.491,6 Jun 2025 04:07:17.836,196.345
Satellite161-m20n2,6 Jun 2025 04:04:35.325,6 Jun 2025 04:07:37.095,181.77
Satellite161-m20n3,6 Jun 2025 04:05:22.133,6 Jun 2025 04:08:02.924,160.791
Satellite161-m20n4,6 Jun 2025 04:05:46.603,6 Jun 2025 04:08:29.860,163.257
Satellite161-m20n5,6 Jun 2025 04:06:21.786,6 Jun 2025 04:08:50.066,148.28
Satellite161-m3n1,6 Jun 2025 04:07:58.856,6 Jun 2025 04:20:04.481,725.625
Satellite161-m3n2,6 Jun 2025 04:08:16.877,6 Jun 2025 04:13:42.255,325.378
Satellite161-m3n2,6 Jun 2025 04:14:50.253,6 Jun 2025 04:20:14.314,324.061
Satellite161-m3n3,6 Jun 2025 04:08:42.820,6 Jun 2025 04:20:53.859,731.039
Satellite161-m3n4,6 Jun 2025 04:09:01.827,6 Jun 2025 04:14:27.054,325.227
Satellite161-m3n4,6 Jun 2025 04:15:36.011,6 Jun 2025 04:21:05.810,329.799
Satellite161-m4n1,6 Jun 2025 04:05:02.225,6 Jun 2025 04:08:56.488,234.263
Satellite161-m4n2,6 Jun 2025 04:05:52.426,6 Jun 2025 04:09:28.339,215.913
Satellite161-m4n3,6 Jun 2025 04:06:29.581,6 Jun 2025 04:09:55.082,205.501
Satellite161-m4n4,6 Jun 2025 04:07:13.534,6 Jun 2025 04:10:22.573,189.039
Satellite161-m4n5,6 Jun 2025 04:07:43.590,6 Jun 2025 04:10:45.936,182.346
Satellite161-m5n3,6 Jun 2025 04:05:59.657,6 Jun 2025 04:07:30.453,90.796
Satellite161-m6n1,6 Jun 2025 04:15:25.704,6 Jun 2025 04:17:20.194,114.49
Satellite161-m6n1,6 Jun 2025 04:20:53.496,6 Jun 2025 04:21:33.616,40.12
Satellite161-m6n1,6 Jun 2025 04:21:55.780,6 Jun 2025 04:22:42.007,46.227
Satellite161-m6n1,6 Jun 2025 04:25:37.762,6 Jun 2025 04:28:02.831,145.069
Satellite161-m6n2,6 Jun 2025 04:15:53.729,6 Jun 2025 04:17:05.212,71.483
Satellite161-m6n2,6 Jun 2025 04:27:13.744,6 Jun 2025 04:28:38.358,84.614
Satellite161-m6n3,6 Jun 2025 04:16:19.471,6 Jun 2025 04:17:37.476,78.005
Satellite161-m6n3,6 Jun 2025 04:27:42.785,6 Jun 2025 04:29:02.070,79.285
Satellite161-m6n4,6 Jun 2025 04:16:41.474,6 Jun 2025 04:18:12.150,90.676
Satellite161-m6n4,6 Jun 2025 04:27:58.181,6 Jun 2025 04:29:20.642,82.461
Satellite161-m7n1,6 Jun 2025 04:04:26.571,6 Jun 2025 04:18:11.442,824.871
Satellite161-m7n2,6 Jun 2025 04:03:28.494,6 Jun 2025 04:19:21.880,953.386
Satellite161-m7n3,6 Jun 2025 04:04:17.773,6 Jun 2025 04:20:58.032,1000.259
Satellite161-m7n4,6 Jun 2025 04:05:01.712,6 Jun 2025 04:20:29.653,927.941
Satellite162-m10n1,6 Jun 2025 04:18:51.583,6 Jun 2025 04:23:55.431,303.848
Satellite162-m13n1,6 Jun 2025 04:06:14.110,6 Jun 2025 04:10:02.477,228.367
Satellite162-m13n2,6 Jun 2025 04:06:47.201,6 Jun 2025 04:10:27.706,220.505
Satellite162-m13n3,6 Jun 2025 04:07:03.746,6 Jun 2025 04:10:56.169,232.423
Satellite162-m1n1,6 Jun 2025 04:05:02.192,6 Jun 2025 04:08:47.459,225.267
Satellite162-m1n2,6 Jun 2025 04:05:23.446,6 Jun 2025 04:09:06.203,222.757
Satellite162-m1n3,6 Jun 2025 04:05:40.538,6 Jun 2025 04:09:24.455,223.917
Satellite162-m1n4,6 Jun 2025 04:06:33.230,6 Jun 2025 04:09:45.198,191.968
Satellite162-m3n1,6 Jun 2025 04:05:41.822,6 Jun 2025 04:09:28.254,226.432
Satellite162-m3n2,6 Jun 2025 04:06:18.886,6 Jun 2025 04:09:47.832,208.946
Satellite162-m3n3,6 Jun 2025 04:06:40.557,6 Jun 2025 04:10:14.275,213.718
Satellite162-m3n4,6 Jun 2025 04:07:15.573,6 Jun 2025 04:10:34.314,198.741
Satellite162-m6n1,6 Jun 2025 04:06:56.893,6 Jun 2025 04:15:55.835,538.942
Satellite162-m6n2,6 Jun 2025 04:07:22.074,6 Jun 2025 04:16:10.904,528.83
Satellite162-m6n3,6 Jun 2025 04:08:01.516,6 Jun 2025 04:16:24.830,503.314
Satellite162-m6n4,6 Jun 2025 04:08:36.816,6 Jun 2025 04:16:37.468,480.652
Satellite163-m4n1,6 Jun 2025 04:38:33.118,6 Jun 2025 04:39:04.797,31.679
Satellite163-m4n2,6 Jun 2025 04:39:02.576,6 Jun 2025 04:39:52.211,49.635
Satellite163-m4n3,6 Jun 2025 04:39:36.661,6 Jun 2025 04:40:46.297,69.636
Satellite163-m4n4,6 Jun 2025 04:39:53.809,6 Jun 2025 04:41:10.349,76.54
Satellite163-m4n5,6 Jun 2025 04:40:27.933,6 Jun 2025 04:42:02.303,94.37
Satellite164-m4n1,6 Jun 2025 04:29:33.524,6 Jun 2025 04:39:05.926,572.402
Satellite164-m4n2,6 Jun 2025 04:30:00.197,6 Jun 2025 04:39:54.957,594.76
Satellite164-m4n3,6 Jun 2025 04:30:30.056,6 Jun 2025 04:40:27.050,596.994
Satellite164-m4n4,6 Jun 2025 04:30:47.060,6 Jun 2025 04:40:43.218,596.158
Satellite164-m4n5,6 Jun 2025 04:31:16.352,6 Jun 2025 04:41:15.002,598.65
Satellite165-m4n1,6 Jun 2025 04:19:42.156,6 Jun 2025 04:20:35.504,53.348
Satellite165-m4n1,6 Jun 2025 04:26:51.697,6 Jun 2025 04:29:03.536,131.839
Satellite165-m4n2,6 Jun 2025 04:20:06.062,6 Jun 2025 04:21:04.884,58.822
Satellite165-m4n2,6 Jun 2025 04:27:24.401,6 Jun 2025 04:29:30.388,125.987
Satellite165-m4n3,6 Jun 2025 04:20:30.857,6 Jun 2025 04:21:19.961,49.104
Satellite165-m4n3,6 Jun 2025 04:28:13.001,6 Jun 2025 04:29:57.624,104.623
Satellite165-m4n4,6 Jun 2025 04:20:48.783,6 Jun 2025 04:21:57.126,68.343
Satellite165-m4n4,6 Jun 2025 04:28:19.734,6 Jun 2025 04:30:15.800,116.066
Satellite165-m4n5,6 Jun 2025 04:21:12.028,6 Jun 2025 04:22:05.511,53.483
Satellite165-m4n5,6 Jun 2025 04:29:11.360,6 Jun 2025 04:30:41.975,90.615
Satellite166-m13n1,6 Jun 2025 04:19:01.659,6 Jun 2025 04:21:59.171,177.512
Satellite166-m13n2,6 Jun 2025 04:19:27.400,6 Jun 2025 04:22:33.443,186.043
Satellite166-m13n3,6 Jun 2025 04:20:14.865,6 Jun 2025 04:23:55.075,220.21
Satellite166-m15n1,6 Jun 2025 04:26:27.464,6 Jun 2025 04:34:44.713,497.249
Satellite166-m15n2,6 Jun 2025 04:26:26.184,6 Jun 2025 04:35:31.426,545.242
Satellite166-m15n3,6 Jun 2025 04:26:27.690,6 Jun 2025 04:36:23.605,595.915
Satellite166-m15n4,6 Jun 2025 04:26:38.512,6 Jun 2025 04:37:51.010,672.498
Satellite166-m15n5,6 Jun 2025 04:26:36.732,6 Jun 2025 04:37:58.588,681.856
Satellite166-m19n1,6 Jun 2025 04:20:25.091,6 Jun 2025 04:26:21.551,356.46
Satellite166-m19n2,6 Jun 2025 04:21:27.995,6 Jun 2025 04:27:27.095,359.1
Satellite166-m19n3,6 Jun 2025 04:21:55.606,6 Jun 2025 04:27:49.142,353.536
Satellite166-m19n4,6 Jun 2025 04:22:11.923,6 Jun 2025 04:27:42.224,330.301
Satellite166-m1n1,6 Jun 2025 04:18:16.990,6 Jun 2025 04:22:17.334,240.344
Satellite166-m1n2,6 Jun 2025 04:18:41.344,6 Jun 2025 04:22:57.730,256.386
Satellite166-m1n3,6 Jun 2025 04:19:08.935,6 Jun 2025 04:23:49.067,280.132
Satellite166-m1n4,6 Jun 2025 04:19:05.726,6 Jun 2025 04:23:12.494,246.768
Satellite166-m20n2,6 Jun 2025 04:10:39.373,6 Jun 2025 04:11:36.003,56.63
Satellite166-m20n3,6 Jun 2025 04:09:30.445,6 Jun 2025 04:13:17.846,227.401
Satellite166-m20n4,6 Jun 2025 04:09:01.802,6 Jun 2025 04:15:02.701,360.899
Satellite166-m20n5,6 Jun 2025 04:08:52.247,6 Jun 2025 04:15:44.444,412.197
Satellite166-m2n4,6 Jun 2025 04:11:05.716,6 Jun 2025 04:11:43.611,37.895
Satellite166-m3n1,6 Jun 2025 04:19:02.652,6 Jun 2025 04:22:50.261,227.609
Satellite166-m3n2,6 Jun 2025 04:19:10.958,6 Jun 2025 04:22:50.174,219.216
Satellite166-m3n3,6 Jun 2025 04:19:50.407,6 Jun 2025 04:24:06.628,256.221
Satellite166-m3n4,6 Jun 2025 04:20:01.241,6 Jun 2025 04:24:11.101,249.86
Satellite166-m4n1,6 Jun 2025 04:09:06.903,6 Jun 2025 04:13:23.488,256.585
Satellite166-m4n1,6 Jun 2025 04:17:13.829,6 Jun 2025 04:18:30.119,76.29
Satellite166-m4n2,6 Jun 2025 04:09:31.854,6 Jun 2025 04:14:23.290,291.436
Satellite166-m4n2,6 Jun 2025 04:17:27.576,6 Jun 2025 04:18:59.680,92.104
Satellite166-m4n3,6 Jun 2025 04:09:54.308,6 Jun 2025 04:14:47.790,293.482
Satellite166-m4n3,6 Jun 2025 04:18:04.048,6 Jun 2025 04:19:26.181,82.133
Satellite166-m4n4,6 Jun 2025 04:10:16.542,6 Jun 2025 04:16:31.761,375.219
Satellite166-m4n4,6 Jun 2025 04:17:26.111,6 Jun 2025 04:19:49.533,143.422
Satellite166-m4n5,6 Jun 2025 04:10:36.352,6 Jun 2025 04:16:22.178,345.826
Satellite166-m4n5,6 Jun 2025 04:18:28.057,6 Jun 2025 04:20:13.703,105.646
Satellite166-m6n1,6 Jun 2025 04:27:06.662,6 Jun 2025 04:36:40.812,574.15
Satellite166-m6n2,6 Jun 2025 04:27:39.651,6 Jun 2025 04:37:41.883,602.232
Satellite166-m6n3,6 Jun 2025 04:27:57.740,6 Jun 2025 04:38:16.942,619.202
Satellite166-m6n4,6 Jun 2025 04:28:11.956,6 Jun 2025 04:38:41.777,629.821
